b'ham',b'Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...'
b'ham',b'Ok lar... Joking wif u oni...'
b'spam',b"Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's"
b'ham',b'U dun say so early hor... U c already then say...'
b'ham',b"Nah I don't think he goes to usf, he lives around here though"
b'spam',b"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, \xc2\xa31.50 to rcv"
b'ham',b'Even my brother is not like to speak with me. They treat me like aids patent.'
b'ham',b"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune"
b'spam',b'WINNER!! As a valued network customer you have been selected to receivea \xc2\xa3900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.'
b'spam',b'Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030'
b'ham',b"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
b'spam',b'SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info'
b'spam',b'URGENT! You have won a 1 week FREE membership in our \xc2\xa3100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18'
b'ham',b"I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times."
b'ham',b'I HAVE A DATE ON SUNDAY WITH WILL!!'
b'spam',b'XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL'
b'ham',b"Oh k...i'm watching here:)"
b'ham',b'Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.'
b'ham',b'Fine if that\xc2\x92s the way u feel. That\xc2\x92s the way its gota b'
b'spam',b'England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/\xc3\xba1.20 POBOXox36504W45WQ 16+'
b'ham',b'Is that seriously how you spell his name?'
b'ham',b'I\xe2\x80\x98m going to try for 2 months ha ha only joking'
b'ham',b'So \xc3\xbc pay first lar... Then when is da stock comin...'
b'ham',b'Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?'
b'ham',b'Ffffffffff. Alright no way I can meet up with you sooner?'
b'ham',b"Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol"
b'ham',b'Lol your always so convincing.'
b'ham',b"Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?"
b'ham',b"I'm back &amp; we're packing the car now, I'll let you know if there's room"
b'ham',b'Ahhh. Work. I vaguely remember that! What does it feel like? Lol'
b'ham',b"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
b'ham',b"Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? "
b'ham',b'K tell me anything about you.'
b'ham',b'For fear of fainting with the of all that housework you just did? Quick have a cuppa'
b'spam',b'Thanks for your subscription to Ringtone UK your mobile will be charged \xc2\xa35/month Please confirm by replying YES or NO. If you reply NO you will not be charged'
b'ham',b'Yup... Ok i go home look at the timings then i msg \xc3\xbc again... Xuhui going to learn on 2nd may too but her lesson is at 8am'
b'ham',b"Oops, I'll let you know when my roommate's done"
b'ham',b'I see the letter B on my car'
b'ham',b'Anything lor... U decide...'
b'ham',b"Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!"
b'ham',b'Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola'
b'ham',b'Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy'
b'spam',b'07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow'
b'ham',b'WHO ARE YOU SEEING?'
b'ham',b'Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...'
b'ham',b'No calls..messages..missed calls'
b'ham',b"Didn't you get hep b immunisation in nigeria."
b'ham',b'Fair enough, anything going on?'
b'ham',b"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
b'ham',b"U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers."
b'ham',b'What you thinked about me. First time you saw me in class.'
b'ham',b'A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;'
b'ham',b"K fyi x has a ride early tomorrow morning but he's crashing at our place tonight"
b'ham',b'Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about "the cave". I\'m sorry I didn\'t and don\'t have more to give. I\'m sorry i offered. I\'m sorry your room was so embarassing.'
b'spam',b'SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV'
b'ham',b'Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;'
b'spam',b'Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! '
b'ham',b"Sorry, I'll call later in meeting."
b'ham',b'Tell where you reached'
b'ham',b'Yes..gauti and sehwag out of odi series.'
b'ham',b"Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me."
b'ham',b'Ha ha ha good joke. Girls are situation seekers.'
b'ham',b'Its a part of checking IQ'
b'ham',b'Sorry my roommates took forever, it ok if I come by now?'
b'ham',b'Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.'
b'spam',b'As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a \xc2\xa31500 Bonus Prize, call 09066364589'
b'ham',b'Today is "song dedicated day.." Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...'
b'spam',b'Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or \xc2\xa31000. To claim txt DIS to 87121 18+6*\xc2\xa31.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ'
b'spam',b'Did you hear about the new "Divorce Barbie"? It comes with all of Ken\'s stuff!'
b'ham',b'I plane to give on this month end.'
b'ham',b'Wah lucky man... Then can save money... Hee...'
b'ham',b'Finished class where are you.'
b'ham',b'HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX'
b'ham',b'K..k:)where are you?how did you performed?'
b'ham',b'U can call me now...'
b'ham',b'I am waiting machan. Call me once you free.'
b'ham',b'Thats cool. i am a gentleman and will treat you with dignity and respect.'
b'ham',b'I like you peoples very much:) but am very shy pa.'
b'ham',b'Does not operate after  &lt;#&gt;  or what'
b'ham',b"Its not the same here. Still looking for a job. How much do Ta's earn there."
b'ham',b"Sorry, I'll call later"
b'ham',b'K. Did you call me just now ah? '
b'ham',b'Ok i am on the way to home hi hi'
b'ham',b'You will be in the place of that man'
b'ham',b'Yup next stop.'
b'ham',b"I call you later, don't have network. If urgnt, sms me."
b'ham',b"For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis."
b'ham',b"Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros."
b'ham',b"I'm really not up to it still tonight babe"
b'ham',b'Ela kano.,il download, come wen ur free..'
b'ham',b'Yeah do! Don\xe2\x80\x98t stand to close tho- you\xe2\x80\x98ll catch something!'
b'ham',b"Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. "
b'ham',b'Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!'
b'spam',b'Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed \xc2\xa31000 cash or \xc2\xa35000 prize!'
b'ham',b'Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?'
b'spam',b'Your free ringtone is waiting to be collected. Simply text the password "MIX" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16'
b'ham',b'Watching telugu movie..wat abt u?'
b'ham',b'i see. When we finish we have loads of loans to pay'
b'ham',b'Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"'
b'ham',b'I see a cup of coffee animation'
b'ham',b"Please don't text me anymore. I have nothing else to say."
b'ham',b'Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx'
b'ham',b"I'm still looking for a car to buy. And have not gone 4the driving test yet."
b'ham',b"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune"
b'ham',b"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
b'ham',b'Umma my life and vava umma love you lot dear'
b'ham',b'Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.'
b'ham',b"Aight, I'll hit you up when I get some cash"
b'ham',b"How would my ip address test that considering my computer isn't a minecraft server"
b'ham',b'I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...'
b'ham',b"Dont worry. I guess he's busy."
b'ham',b'What is the plural of the noun research?'
b'ham',b'Going for dinner.msg you after.'
b'ham',b"I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud."
b'spam',b'GENT! We are trying to contact you. Last weekends draw shows that you won a \xc2\xa31000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm'
b'ham',b"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
b'ham',b"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
b'spam',b'You are a winner U have been specially selected 2 receive \xc2\xa31000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) '
b'ham',b'Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! '
b'ham',b"Hmm...my uncle just informed me that he's paying the school directly. So pls buy food."
b'spam',b'PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires'
b'spam',b'URGENT! Your Mobile No. was awarded \xc2\xa32000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM'
b'ham',b'here is my new address -apples&pairs&all that malarky'
b'spam',b'Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app'
b'ham',b'I am going to sao mu today. Will be done only at 12 '
b'ham',b"\xc3\x9c predict wat time \xc3\xbc'll finish buying?"
b'ham',b'Good stuff, will do.'
b'ham',b"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
b'ham',b'Are you there in room.'
b'ham',b'HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx'
b'ham',b'K..k:)how much does it cost?'
b'ham',b"I'm home."
b'ham',b'Dear, will call Tmorrow.pls accomodate.'
b'ham',b'First answer my question.'
b'spam',b'Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. \xc2\xa31.50 SP:Tyrone'
b'spam',b"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p"
b'ham',b"I only haf msn. It's yijue@hotmail.com"
b'ham',b'He is there. You call and meet him'
b'ham',b'No no. I will check all rooms befor activities'
b'spam',b"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again"
b'ham',b'Got c... I lazy to type... I forgot \xc3\xbc in lect... I saw a pouch but like not v nice...'
b'ham',b"K, text me when you're on the way"
b'ham',b'Sir, Waiting for your mail.'
b'ham',b'A swt thought: "Nver get tired of doing little things 4 lovable persons.." Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8'
b'ham',b'I know you are. Can you pls open the back?'
b'ham',b'Yes see ya not on the dot'
b'ham',b'Whats the staff name who is taking class for us?'
